304	41
304	42
304	84
304	41
304	41
304	42
304	41
200	84
200	83
24	41
24	83
32	84
14	42
14	42
14	0
14	42
365	0
8	83
8	0
8	166
10	166
9	42
9	209
128	84
128	84
5	42
192	83
4	42
2	83
128	42
3	166
11	41
200	84
304	42
304	42
304	84
512	83
304	83
304	84
304	83
304	83
304	83
304	42
304	42
304	42
304	41
304	42
304	83
304	83
304	41
304	83
304	83
304	83
304	83
304	84
304	42
304	42
304	41
304	42
304	84
304	83
304	42
304	41
304	41
200	42
200	83
24	0
64	83
24	42
32	41
14	41
14	42
14	42
14	42
365	83
4	84
4	167
4	166
10	84
9	41
9	83
128	84
128	84
6	41
2	42
128	84
5	41
3	83
11	42
200	42
304	125
304	125
304	83
304	84
304	84
1024	166
304	83
304	83
304	83
304	84
304	42
304	84
304	83
304	84
304	83
304	83
304	42
304	42
304	83
304	41
304	42
304	83
304	41
304	83
304	42
304	41
304	84
304	42
304	42
304	42
304	84
88	42
32	84
88	83
88	83
352	125
80	125
32	83
80	83
80	84
80	83
80	84
64	84
80	41
80	41
80	41
80	42
128	83
80	83
80	83
80	42
80	41
80	83
80	84
80	42
80	42
256	42
80	83
80	42
80	41
80	84
80	42
80	41
80	42
80	42
80	41
80	41
80	41
80	83
80	42
80	41
80	42
80	41
512	84
80	84
80	83
80	84
80	42
80	83
80	42
80	42
80	42
80	42
80	42
80	41
80	42
80	84
80	42
80	84
80	41
80	42
80	42
80	42
80	42
80	84
80	41
80	41
80	41
80	41
80	41
80	41
80	42
80	41
80	42
80	42
80	42
1024	125
80	84
80	83
80	42
80	41
80	41
80	42
80	42
80	42
80	84
80	42
80	42
80	41
80	41
80	41
80	41
80	41
80	83
80	84
80	41
80	42
80	41
80	41
80	41
80	41
80	83
80	42
80	42
80	84
80	83
80	42
80	42
80	42
80	42
80	42
80	84
80	42
80	42
80	42
80	41
80	41
80	42
80	41
80	41
80	84
80	42
80	83
80	41
80	41
80	41
80	42
80	41
80	42
80	83
80	42
80	42
80	42
80	42
80	42
80	41
80	41
80	42
80	83
80	41
80	41
2048	125
80	42
80	42
80	83
80	42
80	42
80	42
80	42
80	41
80	83
80	41
80	41
80	42
80	42
80	42
80	41
80	42
80	42
80	41
80	83
80	42
80	84
80	42
80	83
80	42
80	42
80	41
80	41
80	41
80	41
80	83
80	42
80	84
80	41
80	42
80	42
80	42
80	41
80	83
80	83
80	42
80	84
80	41
80	42
80	42
80	42
80	84
80	0
80	41
80	83
80	42
80	42
80	84
80	41
80	42
80	42
80	42
80	42
80	42
80	41
80	84
80	1208
80	83
80	42
80	42
80	208
80	42
80	42
80	41
80	42
80	42
80	41
80	84
80	83
80	84
80	83
80	41
80	42
80	83
80	42
80	41
80	41
80	42
80	42
80	42
80	41
80	42
80	42
80	41
80	125
80	83
80	42
80	42
80	42
80	0
80	42
80	41
80	42
80	83
80	83
80	42
80	42
80	42
80	41
80	83
80	41
80	83
80	41
80	83
80	83
80	84
80	42
80	41
80	42
80	42
80	41
80	83
80	42
80	42
80	84
80	42
80	42
80	83
80	41
80	42
80	42
80	0
80	42
80	42
4096	1666
80	42
80	41
80	42
80	41
80	42
80	84
80	41
80	41
80	42
80	42
80	41
80	42
80	42
80	41
80	42
80	83
80	41
80	41
80	41
80	42
80	83
80	42
80	42
80	84
80	84
80	42
80	84
80	83
80	42
80	42
80	83
80	84
80	42
80	42
80	42
80	83
80	41
80	42
80	83
80	42
80	84
80	41
80	42
80	84
80	42
80	41
80	41
80	41
80	41
80	83
80	41
80	41
80	83
80	84
80	41
80	41
80	83
80	41
80	42
80	42
80	83
80	42
80	42
80	41
80	42
80	42
80	42
80	83
80	83
80	41
80	42
80	84
80	42
80	42
80	83
80	83
80	41
80	42
80	42
80	41
80	42
80	42
80	83
80	42
80	84
80	83
80	84
80	42
80	83
80	42
80	83
80	42
80	84
80	42
80	84
80	83
80	83
80	42
80	42
80	42
80	84
80	83
80	41
80	84
80	83
80	41
80	83
80	41
80	41
80	83
80	42
80	83
80	42
80	41
80	42
80	83
80	84
80	42
80	84
80	42
80	42
80	83
80	41
80	42
80	83
80	41
80	42
80	41
80	83
80	41
80	83
80	42
80	84
80	42
80	41
80	125
80	83
80	41
80	42
80	42
80	84
80	84
80	42
80	42
80	42
80	41
80	0
80	0
80	42
80	42
80	41
80	0
80	42
80	84
80	84
80	83
80	41
80	42
80	84
80	83
80	41
80	83
80	83
80	42
80	42
80	83
80	84
80	41
80	42
80	42
80	41
80	84
80	42
80	42
80	84
80	42
80	41
80	42
80	42
80	41
80	41
80	41
80	83
80	42
80	209
80	41
80	42
80	42
80	42
80	84
80	42
80	83
80	42
80	42
80	42
80	41
80	42
80	42
80	42
80	41
80	83
80	83
80	42
80	42
80	42
80	41
80	42
80	83
80	2625
80	42
80	42
80	41
80	42
80	42
80	84
80	42
80	42
80	42
80	42
80	42
80	42
80	41
80	42
80	83
80	42
80	42
80	84
80	83
80	42
80	42
80	42
80	42
80	42
80	83
80	41
80	84
80	41
80	41
80	42
80	84
80	42
80	83
80	42
80	83
80	83
80	83
80	83
80	42
80	83
80	41
80	83
80	41
80	83
80	42
80	84
80	42
8192	3208
80	83
80	41
80	42
80	42
80	83
80	83
80	84
80	41
80	42
80	42
80	41
80	41
80	41
80	42
80	41
80	41
80	42
80	42
80	41
80	41
80	42
80	42
80	42
80	83
80	42
80	84
80	42
80	42
80	42
80	84
80	42
80	42
80	42
80	41
80	41
80	83
80	42
80	84
80	42
80	41
80	83
80	42
80	42
80	42
80	83
80	41
80	42
80	42
80	42
80	42
80	42
80	41
80	83
80	41
80	42
80	42
80	42
80	42
80	42
80	83
80	41
80	42
80	42
80	42
80	42
80	41
80	42
80	42
80	84
80	41
80	41
80	84
80	42
80	42
80	42
80	41
80	42
80	83
80	42
80	84
80	41
80	83
80	42
80	42
80	41
80	41
80	42
80	41
80	83
80	83
80	41
80	83
80	42
80	83
80	84
80	83
80	41
80	83
80	41
80	41
80	83
80	42
80	42
80	42
80	42
80	42
80	42
80	41
80	42
80	84
80	84
80	42
80	42
80	42
80	42
80	83
80	42
80	83
80	42
80	42
80	41
80	83
80	83
80	42
80	41
80	42
80	42
80	42
80	83
80	83
80	42
80	41
80	42
80	41
80	41
80	83
80	83
80	42
80	42
80	42
80	41
80	84
80	84
80	42
80	42
80	42
80	42
80	41
80	84
80	83
80	83
80	42
80	83
80	42
80	84
80	84
80	84
80	42
80	83
80	41
80	41
80	42
80	41
80	42
80	42
80	42
80	42
80	41
80	42
80	83
80	83
80	500
80	84
80	125
80	41
80	42
80	83
80	84
80	125
80	83
80	83
80	42
80	83
80	250
80	42
80	41
80	42
80	42
80	125
80	334
80	42
80	83
80	42
80	84
80	83
80	41
80	84
80	83
80	83
80	42
80	83
80	42
80	42
80	41
80	84
80	83
80	42
80	83
80	41
80	167
80	42
80	41
80	42
80	41
80	83
80	42
80	42
80	83
80	41
80	42
80	42
80	42
80	41
80	41
80	41
80	83
80	42
80	84
80	42
80	41
80	42
80	41
80	83
80	41
80	42
80	42
80	41
80	83
80	42
80	42
80	42
80	41
80	42
80	41
80	42
80	41
80	42
80	41
80	42
80	42
80	42
80	42
80	42
80	42
80	41
80	41
80	41
80	84
80	42
80	166
80	167
80	42
80	42
80	41
80	42
80	41
80	41
80	42
80	83
80	42
80	84
80	41
80	41
80	84
80	42
80	41
80	84
80	41
80	41
80	41
80	41
80	83
80	42
80	41
80	41
80	42
80	42
80	84
80	42
80	42
80	83
80	41
80	42
80	42
80	41
80	83
80	41
80	83
80	42
80	42
80	41
80	42
80	42
80	41
80	41
80	41
80	42
80	84
80	42
80	41
80	417
80	42
80	209
80	41
80	42
80	42
80	42
80	42
80	41
80	83
80	42
80	42
80	83
80	84
80	41
80	41
80	42
80	41
80	42
80	41
80	42
80	42
80	42
80	42
80	42
80	42
80	41
80	42
80	42
80	41
80	42
80	41
80	41
80	42
80	42
80	83
80	41
80	42
80	41
80	41
80	41
80	41
80	41
80	42
80	42
80	42
80	42
80	83
80	42
80	42
80	41
80	42
80	42
80	41
80	0
80	41
80	83
80	42
80	42
80	41
80	42
80	41
80	42
80	41
80	41
80	83
80	42
80	42
80	42
80	42
80	42
80	42
80	41
80	42
80	42
80	42
80	41
80	41
80	0
80	42
80	83
80	42
80	42
80	84
80	42
80	41
80	42
80	83
80	83
80	83
80	83
80	42
80	41
80	41
80	83
80	42
80	41
80	83
80	42
80	41
80	41
80	42
80	42
80	42
80	42
80	41
80	42
80	42
80	41
80	41
80	42
80	42
80	84
80	83
80	41
80	42
80	83
80	42
80	42
80	41
80	42
80	41
80	84
80	42
80	42
80	42
80	42
80	42
80	42
80	42
80	42
80	41
80	42
80	41
80	42
80	42
80	42
80	83
80	42
80	83
80	42
80	42
80	41
80	41
80	83
80	42
80	84
80	41
80	41
80	42
80	41
80	41
80	42
80	42
80	41
80	42
80	41
80	84
80	41
80	42
80	42
80	42
80	42
80	42
80	42
80	42
80	41
80	42
80	41
80	83
80	42
80	41
80	42
80	42
80	42
80	83
80	41
256	167
8	83
32	83
64	84
11	250
64	0
12	84
11	125
64	167
64	125
288	42
11	84
64	84
288	125
20	41
576	292
64	42
64	83
80	42
8008	125
32	208
32	125
320	167
32	167
640	250
32	167
48	125
96	41
1280	333
64	84
192	83
128	209
384	125
2560	83
256	250
768	42
5120	83
512	125
1536	83
10240	84
1024	167
3072	41
20480	42
2048	42
6144	83
40960	2958
4096	42
12288	83
81920	83
8192	42
24576	41
163840	83
16384	0
49152	125
327680	42
32768	83
98304	83
655360	42
65536	42
196608	42
32	41
32	166
56072	83
32	208
32	167
32	125
32	167
32	167
32	542
64	125
7984	167
80	83
15968	209
80	83
8000	42
8	42
32	42
11	83
288	125
216	291
20	125
20	42
11	333
576	333
11	42
12	83
216	208
20	125
11	83
1152	125
1152	84
20	83
7976	208
7960	166
7944	83
80	125
15888	459
7952	42
80	83
15904	42
7960	0
8	42
32	83
7952	125
80	416
15904	500
80	208
80	84
7976	41
8	209
32	42
216	333
288	167
20	42
11	83
80	84
15952	291
80	42
80	42
8000	125
7992	125
80	291
15984	84
8000	83
8	83
32	83
7976	625
8	3750
32	125
216	125
288	42
20	42
11	0
7952	250
80	166
15904	250
7960	83
7952	41
8	84
32	41
80	84
15904	42
80	291
80	42
7976	42
80	250
15952	0
7984	42
8	83
32	83
216	83
288	209
20	125
11	125
7960	125
80	83
15920	167
7968	41
80	83
15936	84
80	83
80	41
7992	0
8	42
32	41
7968	167
80	291
15936	84
80	125
7984	83
8	209
32	84
7960	83
8	83
32	42
7944	125
80	542
15888	375
7952	125
8	125
32	42
216	41
288	41
20	83
11	4292
80	166
15904	42
80	42
7968	42
7944	208
7920	42
8	83
32	83
80	83
15840	41
80	84
7936	41
80	709
15872	167
7944	83
8	84
32	83
216	125
288	333
20	84
11	41
80	83
15888	2625
80	83
80	83
7968	42
80	83
15936	42
7976	42
7968	83
8	83
32	42
7944	83
7928	375
8	84
32	84
8	42
32	41
80	125
15856	167
7936	42
7912	125
8	83
32	83
80	83
15824	458
80	167
80	42
7936	83
8	84
32	83
80	125
15872	84
80	125
7952	42
7936	167
8	83
32	83
7928	250
8	41
32	84
80	83
15856	167
7936	41
80	208
15872	166
80	83
7952	41
8	84
32	42
80	83
15904	125
80	83
80	83
7976	42
8	42
32	42
80	208
15952	208
80	167
7992	41
8	83
32	83
80	208
15984	458
8000	166
8	41
32	42
7984	125
80	291
15968	166
7992	83
8	83
32	83
8	42
32	83
80	83
15984	375
80	41
80	42
8016	209
112144	250
8008	417
8	42
32	83
80	125
16016	42
80	125
8024	83
8	42
32	84
8016	292
8	83
32	83
8000	166
256	167
8	83
32	84
7976	83
7968	541
8	83
32	83
80	125
15936	208
80	125
80	42
7992	41
8	83
32	83
7968	84
7944	292
8	83
32	83
7920	83
8	41
32	84
80	84
15840	208
7928	83
8	250
32	41
80	83
15856	333
80	42
80	83
7952	167
8	83
32	41
80	375
15904	333
7960	42
8	125
32	83
7936	167
8	41
32	84
7928	292
8	41
32	84
80	83
15856	167
7936	41
8	41
32	41
7928	167
80	334
15856	166
7936	84
8	83
32	84
80	84
15872	167
80	125
80	83
7960	41
8	84
32	41
8	291
32	125
7952	125
8	83
32	84
80	125
15904	125
80	125
7968	84
7944	500
8	84
32	83
7920	83
8	41
32	42
7896	375
8	84
32	125
7872	291
8	83
32	83
80	375
15744	167
80	166
7888	125
8	83
32	42
7872	125
8	42
32	83
7856	42
80	584
15712	166
80	42
80	83
7880	84
8	83
32	42
7872	167
8	42
32	42
80	42
15744	167
80	84
80	84
7896	41
7880	292
8	125
32	42
7872	125
8	83
32	83
7848	125
7840	416
8	83
32	84
80	125
15680	166
80	84
7856	42
8	41
32	42
7840	2750
8	292
32	125
7816	167
8	83
32	42
80	42
15632	167
80	83
80	84
7840	41
80	708
15680	250
80	125
80	83
7864	291
8	84
32	84
7848	166
8	42
32	83
7832	41
7816	292
256	42
8	209
32	42
7800	125
8	83
32	84
80	250
15600	166
80	125
80	84
7824	83
8	125
32	42
80	125
15648	208
80	125
80	83
7848	84
8	83
32	125
80	83
15696	42
80	41
80	84
7872	42
8	375
32	83
7848	250
8	42
32	125
80	83
15696	250
80	83
80	83
7872	83
80	417
15744	167
80	125
7888	84
8	42
32	41
80	84
15776	291
7896	125
8	84
32	83
80	83
15792	83
7904	42
80	375
15808	167
80	125
7920	125
8	83
32	41
7904	250
8	41
32	42
7896	125
8	417
32	42
80	84
15792	166
80	125
80	41
7920	41
8	83
32	84
7904	250
80	250
15808	209
80	84
7920	42
8	83
32	42
80	166
15840	209
80	125
7936	83
8	83
32	84
7912	125
8	541
32	42
80	125
15824	333
80	83
80	208
7936	167
8	42
32	83
7928	500
8	83
32	83
80	83
15856	208
7936	250
8	41
32	83
80	125
15872	42
80	42
80	83
7960	42
7944	333
8	84
32	42
7936	83
8	83
32	83
80	125
15872	125
7944	42
7920	333
8	83
32	83
7912	166
8	42
32	41
80	209
15824	167
7920	83
8	125
32	83
8	125
32	84
7904	167
7880	250
8	84
32	83
80	84
15760	208
80	42
80	42
7904	41
8	42
32	83
7880	125
7872	292
8	84
32	83
80	84
15744	167
80	125
7888	42
8	41
32	41
80	250
15776	167
80	84
80	83
7912	84
8	83
32	83
8	41
32	83
7888	167
7880	167
8	84
32	42
7856	167
256	42
8	84
32	84
80	84
15712	167
80	125
7872	84
7848	208
8	125
32	83
7832	125
8	42
32	84
7816	84
80	250
15632	166
80	166
7832	125
8	84
32	83
7824	167
8	83
32	84
80	83
15648	83
80	84
80	42
7848	83
80	333
15696	541
80	125
80	125
7872	125
8	83
32	83
8	84
32	83
7848	125
7840	334
8	84
32	83
80	83
15680	125
7848	42
8	42
32	42
7840	167
80	208
15680	167
7848	41
8	84
32	83
7824	166
8	42
32	83
80	125
15648	125
7832	42
80	166
15664	166
7840	125
8	83
32	83
80	125
15680	125
80	125
80	41
7864	83
8	83
32	83
80	84
15728	125
80	125
80	83
7888	42
8	3250
32	42
80	125
15776	167
7896	125
8	83
32	83
7872	125
80	208
15744	208
80	125
80	84
7896	83
8	84
32	41
80	84
15792	84
80	83
7912	42
8	41
32	84
7896	250
7880	208
8	83
32	83
7856	250
8	41
32	83
7840	84
80	250
15680	125
80	125
7856	83
8	83
32	42
7832	125
8	42
32	41
80	208
15664	167
80	125
80	42
7856	125
8	83
32	42
7848	125
8	42
32	42
80	333
15696	208
80	291
7864	667
8	84
32	83
7856	83
8	42
32	83
7840	166
80	208
15680	125
80	125
80	84
7864	42
8	84
32	83
80	125
15728	125
7872	83
8	42
32	84
80	83
15744	42
80	208
7888	42
80	250
15776	167
7896	83
8	84
32	42
7880	167
8	42
32	83
80	84
15760	83
80	125
80	41
7904	41
7880	334
8	41
32	84
7872	167
8	42
32	83
7864	42
80	291
15728	125
7872	84
256	83
8	83
32	83
80	83
15744	83
7880	42
8	42
32	83
7856	250
80	209
15712	166
80	84
80	83
7880	84
8	83
32	83
80	83
15760	167
80	83
7896	42
8	42
32	42
80	83
15792	41
80	83
7912	41
7896	417
8	83
32	83
7872	125
8	42
32	42
7848	84
80	625
15696	333
7856	84
8	125
32	42
7840	125
8	83
32	83
7816	84
7808	167
8	3291
32	83
8	83
32	41
7784	292
80	208
15568	166
80	125
80	42
7808	83
8	84
32	125
80	125
15616	125
80	83
7824	83
8	84
32	83
7800	125
7792	250
8	83
32	42
8	417
32	83
80	83
15584	167
80	125
7808	125
7800	542
8	83
32	42
80	125
15600	125
7808	84
8	83
32	83
80	84
15616	83
80	125
80	83
7832	83
7816	584
8	83
32	83
7800	83
8	42
32	83
80	83
15600	167
80	42
7816	42
7800	167
8	84
32	83
7776	125
8	42
32	83
80	125
15552	167
80	42
7792	84
7776	167
8	84
32	83
7768	167
8	42
32	83
80	125
15536	166
80	84
80	83
7792	42
7776	167
8	83
32	83
80	125
15552	167
7784	42
8	83
32	83
7776	125
7760	1084
8	83
32	83
7736	209
8	41
32	41
7720	0
7696	250
8	83
32	83
7688	167
8	83
32	41
7672	167
8	83
32	84
80	83
15344	125
7680	42
8	42
32	83
7664	166
80	416
15328	166
80	125
7680	84
8	83
32	83
7664	209
256	42
8	83
32	41
80	84
15328	125
7672	42
7656	125
8	83
32	42
8	42
32	83
7632	84
80	500
15264	292
80	125
80	83
7656	84
8	83
32	83
80	166
15312	250
80	83
80	125
7680	208
8	125
32	42
80	84
15360	42
7688	83
80	417
15376	167
80	84
80	42
7712	83
8	83
32	83
80	125
15424	166
80	125
80	84
7736	42
8	42
32	83
80	83
15472	83
7744	41
7728	333
8	125
32	125
80	42
15456	167
80	83
80	83
7752	83
8	83
32	42
7728	167
80	209
15456	167
80	125
7744	83
8	83
32	84
7728	125
8	42
32	41
80	83
15456	166
80	83
80	83
7752	84
80	375
15504	42
80	84
80	42
7776	0
8	84
32	42
80	125
15552	166
7784	42
8	84
32	84
7776	125
80	208
15552	83
80	42
7792	41
8	41
32	42
7784	125
8	84
32	84
7760	84
80	458
15520	167
7768	84
8	84
32	83
7760	83
8	83
32	83
80	83
15520	250
7768	83
7744	333
8	125
32	41
7736	166
8	42
32	83
80	42
15472	208
80	83
7752	83
7744	292
8	292
32	125
80	84
15488	208
7752	83
8	83
32	84
80	84
15504	83
80	83
7768	41
7744	167
8	41
32	42
80	125
15488	166
80	83
80	42
7768	42
8	84
32	84
80	83
15536	42
80	83
80	83
7792	84
7784	292
8	42
32	41
80	166
15568	3042
7792	42
8	84
32	83
7776	208
80	291
15552	166
80	125
7792	125
8	83
32	83
7768	125
8	84
32	83
8	292
32	83
7752	167
8	83
32	41
80	41
15504	167
80	42
80	83
7776	83
7752	292
8	84
32	42
80	125
15504	208
80	83
7768	83
8	84
32	83
7752	542
256	83
8	84
32	83
80	83
15504	208
7760	42
8	84
32	41
80	583
15520	250
80	84
80	83
7784	83
8	83
32	83
7768	167
8	42
32	83
7760	166
8	208
32	84
80	125
15520	167
80	125
80	83
7784	83
8	41
32	41
7760	292
8	41
32	84
7736	375
8	42
32	41
7720	208
80	750
15440	209
80	125
80	83
7744	83
8	84
32	42
7728	83
8	83
32	83
7720	125
7696	292
8	125
32	84
7680	292
8	83
32	83
8	208
32	83
7672	250
8	41
32	84
7656	250
8	84
32	83
80	83
15312	166
80	41
7672	84
8	83
32	84
80	83
15344	41
7680	83
80	291
15360	208
80	83
7696	42
8	83
32	83
7672	125
8	84
32	83
80	84
15344	167
7680	42
80	834
15360	1333
7688	292
8	125
32	84
80	41
15376	167
80	84
80	41
7712	41
8	42
32	42
7696	125
7688	250
8	83
32	83
80	125
15376	208
80	83
7704	84
8	83
32	84
7680	41
7664	250
8	209
32	83
7640	125
8	125
32	84
7616	250
7608	209
8	83
32	84
7592	167
8	83
32	83
80	83
15184	125
80	84
7608	41
80	208
15216	125
80	125
80	42
7632	166
8	83
32	41
7608	250
8	42
32	83
80	83
15216	84
80	84
80	83
7632	83
8	208
32	125
8	125
32	42
7608	375
7600	292
8	84
32	42
80	84
15200	167
7608	83
256	84
8	83
32	42
80	125
15216	42
80	83
80	83
7632	42
7616	334
8	83
32	84
80	83
15232	167
80	84
80	83
7640	83
8	83
32	42
80	83
15280	42
80	84
7656	0
7640	250
8	83
32	83
7632	83
8	42
32	42
7608	84
7600	125
8	84
32	84
7584	167
8	42
32	42
80	375
15168	167
80	125
7600	125
8	83
32	84
8	125
32	83
7584	500
7560	584
8	83
32	83
216	375
288	167
20	42
11	41
80	84
15120	209
80	125
80	42
7584	83
80	83
15168	83
7592	41
80	84
15184	42
80	41
7608	42
8	83
32	83
80	83
15216	83
80	83
80	83
7632	0
80	375
15264	208
7640	209
8	84
32	84
216	125
288	250
20	167
11	41
80	84
15280	84
80	83
7656	42
80	83
15312	41
7664	41
8	42
32	0
7640	83
80	250
15280	292
80	125
80	41
7664	83
8	125
32	125
80	84
15328	83
7672	42
8	42
32	42
80	42
15344	42
80	42
7688	208
8	250
32	42
216	0
288	125
20	125
11	41
80	84
15376	458
80	42
7704	42
7680	208
80	42
15360	84
80	84
7696	42
8	83
32	84
80	42
15392	167
7704	41
7696	291
8	84
32	83
216	250
288	167
20	125
11	42
11	42
80	84
15392	292
80	0
80	83
7720	83
7712	83
8	83
32	83
80	83
15424	167
80	83
7728	41
7704	417
8	42
32	83
80	125
15408	167
80	42
80	42
7728	42
8	83
32	84
80	84
15456	83
80	42
7744	83
8	708
32	83
216	375
288	125
20	125
11	0
11	208
576	166
7728	334
80	166
15456	250
80	83
80	83
7752	42
80	125
15504	42
7760	42
8	84
32	83
80	83
15520	84
7768	42
7760	667
8	41
32	83
216	167
288	125
20	125
11	42
7752	250
80	125
15504	167
7760	42
7744	83
8	84
32	83
7736	83
8	292
32	83
7728	167
8	83
32	83
80	83
15456	292
7736	0
7720	417
8	42
32	83
80	125
15440	167
80	83
7736	209
8	41
32	42
7728	125
80	334
15456	291
80	125
80	42
7752	84
8	83
32	83
216	292
288	167
20	0
11	42
80	84
15504	125
80	83
7768	42
7752	83
80	125
15504	84
7760	42
8	42
32	42
80	84
15520	83
80	42
80	84
7784	42
7760	333
256	125
8	84
32	42
216	84
288	208
20	84
11	42
7744	250
80	125
15488	125
80	84
7760	42
8	41
32	83
7744	167
7736	250
8	292
32	83
7728	125
8	83
32	83
80	84
15456	250
80	125
7744	83
8	333
32	0
8	83
32	83
80	42
15488	208
80	42
7760	83
80	333
15520	167
7768	125
8	83
32	41
216	84
20	83
11	125
288	42
80	83
15536	42
7776	42
80	83
15552	42
7784	0
80	83
15568	0
7792	42
8	42
32	41
7768	166
80	334
15536	125
80	83
7784	84
8	84
32	42
8	41
32	84
80	83
15568	84
80	84
80	42
7808	42
80	333
15616	292
7816	125
8	84
32	41
80	166
15632	208
80	83
7832	83
8	84
32	83
80	84
15664	83
7840	42
7824	750
8	41
32	83
80	125
15648	83
80	125
7840	42
8	83
32	42
80	83
15680	42
80	42
80	41
7864	0
80	334
15728	166
80	125
80	125
7888	42
8	83
32	42
80	83
15776	209
80	83
80	84
7912	125
8	83
32	83
80	84
15824	84
7920	42
80	375
15840	166
7928	83
8	83
32	83
80	125
15856	292
7936	83
8	41
32	84
7912	125
80	958
15824	2709
7920	209
8	84
32	83
7896	167
8	83
32	83
80	41
15792	83
80	42
80	84
7920	41
80	333
15840	125
7928	41
8	84
32	83
80	167
15856	208
80	83
7944	84
8	83
32	41
7920	125
8	625
32	84
7896	83
8	42
32	41
80	83
15792	167
80	125
7912	0
7904	292
8	41
32	0
7888	125
8	41
32	83
80	42
15776	125
80	84
7904	42
8	500
32	83
216	334
288	125
20	83
11	42
80	83
15808	84
80	125
80	83
7928	83
7920	167
8	84
32	83
80	42
15840	42
80	125
80	42
7944	0
7920	291
8	84
32	84
216	250
288	83
20	125
11	0
80	84
15840	167
80	125
7936	84
80	83
15872	41
7944	0
8	83
32	41
80	417
15888	542
80	83
7960	42
8	83
32	83
7944	166
256	83
8	125
32	41
80	667
15888	125
7952	83
8	84
32	83
216	167
288	250
20	83
11	84
11	125
80	84
15904	250
80	84
7968	83
80	125
15936	42
80	83
7984	83
8	41
32	83
80	83
15968	84
80	83
8000	41
7992	375
8	83
32	84
216	1042
288	416
20	84
11	84
7976	334
8	42
32	42
80	500
15952	667
7984	166
8	125
32	83
216	333
288	125
20	333
11	83
7976	125
8	42
32	83
7960	125
80	584
15920	708
7968	42
8	167
32	42
216	459
288	208
20	166
11	84
7952	167
8	42
32	83
7928	250
7920	1125
8	208
32	167
216	667
20	208
11	41
11	208
11	83
288	167
20	250
7912	375
80	167
15824	209
7920	41
8	125
32	84
80	84
15840	41
7928	42
8	250
32	84
7912	959
8	41
32	41
80	83
15824	292
80	42
7928	41
80	500
15856	750
80	208
7944	83
8	42
32	41
7920	250
8	83
32	125
80	125
15840	292
7928	292
7920	333
8	84
32	42
7912	292
8	83
32	84
80	83
15824	292
80	0
7928	0
8	541
32	84
80	167
15856	416
7936	208
8	84
32	83
7920	416
7904	375
8	167
32	84
7880	333
8	42
32	83
80	84
15760	209
80	83
7896	83
8	458
32	83
7872	125
8	84
32	84
80	83
15744	208
80	125
80	42
7896	41
7872	417
8	83
32	83
7864	666
8	83
32	84
80	584
15728	42
80	125
7880	125
